Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
315866,1608-зд от 18.07.2018,Ооо 'меандр',7813370716,Ооо 'меандр',7813370716,Адмиралтейский,Ул.глинки от ул.декабристов до южного проезда театральной площади),Огранич.движения,Работы по размещению временного ограждения,20180723,20190521,20220526,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=277627&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=315866&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e298427&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=8461&p3=234&p4=315866,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2088&p3=53&p4=315866,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e315866&msk=0&t=1
315871,1607-зд от 18.07.2018,Ооо 'меандр',7813370716,Ооо 'меандр',7813370716,Адмиралтейский,"Г.санкт-петербург, северный проезд вдоль консерватории",Полное закрытие дв.,Работы по размещению временного ограждения,20180723,20190521,20220526,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=277627&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=315871&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e298427&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=8695&p3=234&p4=315871,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2141&p3=53&p4=315871,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e315871&msk=0&t=1
315894,1606-зд от 18.07.2018,Ооо 'меандр',7813370716,Ооо 'меандр',7813370716,Адмиралтейский,"Г.санкт-петербург, восточный проезд театральной площади",Полное закрытие дв.,Работы по размещению временного ограждения,20180723,20190521,20220526,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=277627&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=315894&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e298427&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=8929&p3=234&p4=315894,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2194&p3=55&p4=315894,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e315894&msk=0&t=1
315905,1605-зд от 18.07.2018,Ооо 'меандр',7813370716,Ооо 'меандр',7813370716,Адмиралтейский,"Г.санкт-петербург, южный проезд вдоль консерватории",Полное закрытие дв.,Работы по размещению временного ограждения,20180723,20190521,20220526,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=277627&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=315905&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e298427&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9163&p3=234&p4=315905,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2249&p3=55&p4=315905,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e315905&msk=0&t=1
322493,1753-зд от 27.07.2018,Ооо 'строительный альянс',7810326130,Ооо 'строительный альянс',7810326130,Красносельский,"/аннинское шоссе (г.санкт-петербург,торики) (от озёрной ул. До советской ул.)",Огранич.движения,-,20180730,20180907,20190128,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=280029&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=322493&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9397&p3=250&p4=322493,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2304&p3=123&p4=322493,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e322493&msk=0&t=1
322895,1780-зд от 31.07.2018,Ооо 'еврострой-развитие',7813570948,Ооо 'еврострой-развитие',7813570948,Центральный,"Г. Санкт-петербург, съезд с литейного пр. На воскресенскую наб.",Полное закрытие дв.,-,20180803,20181231,20190109,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=280170&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=322895&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9647&p3=238&p4=322895,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2427&p3=70&p4=322895,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e322895&msk=0&t=1
322943,1791-зд от 31.07.2018,Ано 'арена-2018',7704279496,Ано 'арена-2018',7704279496,Петроградский,/южная дор. (г.санкт-петербург) от теннисной аллеи до футбольной аллеи),Закрытие одного напр,Работы по размещению временного ограждения,20180804,20180930,20220215,Закрывается направление движения транспорта от теннисной аллеи к футбольной аллее,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=280760&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=322943&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e315378&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9885&p3=234&p4=322943,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2497&p3=53&p4=322943,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e322943&msk=0&t=1
322947,1790-зд от 31.07.2018,Ано 'арена-2018',7704279496,Ано 'арена-2018',7704279496,Петроградский,Футбольная аллея от северной дороги до южной дороги),Полное закрытие дв.,Работы по размещению временного ограждения,20180804,20180930,20220215,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=280760&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=322947&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e315378&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10119&p3=234&p4=322947,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2550&p3=53&p4=322947,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e322947&msk=0&t=1
322948,1789-зд от 31.07.2018,Ано 'арена-2018',7704279496,Ано 'арена-2018',7704279496,Петроградский,Северная дор. От велосипедной аллеи до футбольной аллеи),Закрытие одного напр,Работы по размещению временного ограждения,20180804,20180930,20220215,Закрывается направление движения транспорта от велосипедной аллеи к футбольной аллее,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=280760&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=322948&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e315378&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10353&p3=234&p4=322948,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2603&p3=53&p4=322948,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e322948&msk=0&t=1
323239,1836-зд от 03.08.2018,Ооо 'еврострой-развитие',7813570948,Ооо 'еврострой-развитие',7813570948,Адмиралтейский,Малодетскосельский пр. (у д. 40),Огранич.движения,-,20180807,20190627,20190813,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=281131&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=323239&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10587&p3=234&p4=323239,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2656&p3=55&p4=323239,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e323239&msk=0&t=1
325199,2009-зд от 21.08.2018,Ооо 'дом',7802617633,Ооо 'дом',7802617633,Петроградский,Пионерская ул. (от корпусной ул. До чкаловского пр.),Огранич.движения,-,20180825,20190425,20190517,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=285371&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=325199&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10821&p3=234&p4=325199,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2711&p3=55&p4=325199,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e325199&msk=0&t=1
325707,2070-зд от 24.08.2018,Ооо 'строительный альянс',7810326130,Ооо 'строительный альянс',7810326130,Красносельский,"/аннинское шоссе (г.санкт-петербург,торики) от ленинградской ул. До советской ул.)",Огранич.движения,Работы по прокладке инженерных сетей,20180908,20180927,20200810,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=286622&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=325707&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e302515&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11055&p3=246&p4=325707,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2766&p3=106&p4=325707,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e325707&msk=0&t=1
326124,2099-зд от 29.08.2018,Ооо 'вита-строй',7842353923,Ооо 'вита-строй',7842353923,Адмиралтейский,Пер.лодыгина (от рижского пр. До курляндской ул.),Полное закрытие дв.,-,20180901,20191015,20191029,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=287364&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=326124&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11301&p3=238&p4=326124,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2872&p3=72&p4=326124,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e326124&msk=0&t=1
327643,2237-зд от 12.09.2018,Ооо 'геоизол',7811077889,Ооо 'геоизол',7811077889,Пушкинский,"Г.санкт-петербург, г.пушкин, проезд без названия от академического пр. До фермской дороги",Полное закрытие дв.,-,20180916,20190808,20191227,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=290956&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=327643&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11539&p3=254&p4=327643,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2944&p3=136&p4=327643,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e327643&msk=0&t=1
328975,2310-зд от 21.09.2018,Зао 'пилон',7813109127,Зао 'пилон',7813109127,Красносельский,_лиговский путепровод (от полежаевского проезда до безымянной ул.),Огранич.движения,-,20180927,20190901,20190902,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=295200&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=328975&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11793&p3=234&p4=328975,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3080&p3=55&p4=328975,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e328975&msk=0&t=1
329949,2399-зд от 03.10.2018,Ооо 'группа 'спектр',6027101800,Ооо 'группа 'спектр',6027101800,Невский,Пр.обуховской обороны от ул. Книпович до слободской ул.),Огранич.движения,Работы по размещению временного ограждения,20181010,20200409,20200525,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=296289&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=329949&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e329291&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12027&p3=234&p4=329949,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3135&p3=53&p4=329949,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e329949&msk=0&t=1
329954,2373-зд от 02.10.2018,Ооо 'ренессанс',7811180727,Ооо 'ренессанс',7811180727,Невский,Ул.дыбенко (от октябрьской наб. До дальневосточного пр.),Огранич.движения,-,20181005,20200930,20190529,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=296186&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=329954&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12261&p3=238&p4=329954,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3188&p3=72&p4=329954,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e329954&msk=0&t=1
330488,2413-зд от 05.10.2018,Ао 'спб цдж',7838469428,Ао 'спб цдж',7838469428,Центральный,Кирилловская ул. У д.23),Огранич.движения,Работы по размещению временного ограждения,20181015,20191010,20201109,(этап 2),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=298125&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=330488&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e328398&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12499&p3=234&p4=330488,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3260&p3=55&p4=330488,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e330488&msk=0&t=1
330541,2410-зд от 05.10.2018,Ооо 'ладожский берег',7802753509,Ооо 'ладожский берег',7802753509,Адмиралтейский,Бронницкая ул. От загородного пр. До клинского пр.),Огранич.движения,Работы по размещению временного ограждения,20181016,20191005,20200513,(этап 2),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=298222&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=330541&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e329948&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12733&p3=234&p4=330541,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3315&p3=53&p4=330541,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e330541&msk=0&t=1
330788,2417-зд от 08.10.2018,Ооо 'спб реновация',7841415782,Ооо 'спб реновация',7841415782,Курортный,Ул.новостроек (посёлок песочный) (от д.74 до д.82),Полное закрытие дв.,-,20181011,20190906,20190910,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=298240&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=330788&t=1,-,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12967&p3=234&p4=330788,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3368&p3=58&p4=330788,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e330788&msk=0&t=1
331328,2468-зд от 12.10.2018,Ао 'газпромнефть восточно-европейские проекты',7838392359,Ао 'газпромнефть восточно-европейские проекты',7838392359,Красногвардейский,Малоохтинская наб. (боковой проезд) от большеохтинского моста до малоохтинского моста),Закрытие одного напр,Работы по размещению временного ограждения,20181016,20201015,20210203,(этап 2)закрывается направление движения транспорта от большеохтинского моста к малоохтинскому мосту,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=300434&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=331328&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e329273&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=13201&p3=234&p4=331328,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3426&p3=55&p4=331328,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e331328&msk=0&t=1
