Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
414360,237-зд от 30.04.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Центральный,"Литейный пр. Д.7, лит.а от ул.чайковского до фурштатской ул.)",-,Работы по прокладке инженерных сетей,20210511,20210515,20210521,"(ночное время с 23:00 до 06:00) (этапы 1, 2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=476089&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414360&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472514&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=406426&p3=234&p4=414360,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171166&p3=55&p4=414360,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414360&msk=0&t=1
414389,236-зд от 30.04.2021,Ао 'теплосеть санкт-петербурга',7810577007,Ооо 'инженерная платформа',7816672761,Центральный,"Ковенский пер. От ул.маяковского до ул.радищева, без перекрестков)",Закрытие одного напр,Работы по прокладке тепловой сети,20210505,20210720,20211201,(этап 1) закрывается направление движения транспорта от ул.маяковского к ул.радищева,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479082&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414389&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472601&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=406660&p3=234&p4=414389,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171221&p3=53&p4=414389,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414389&msk=0&t=1
414431,238-зд от 04.05.2021,Ао 'теплосеть санкт-петербурга',7810577007,Ао 'теплосеть санкт-петербурга',7810577007,Выборгский,Нейшлотский пер. От лесного пр. До тупика),Огранич.движения,Работы по прокладке теплосети,20210511,20210816,20210825,"(этапы 5, 3, 4, 7, 6, 1 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479276&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414431&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472575&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=406894&p3=243&p4=414431,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171274&p3=88&p4=414431,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414431&msk=0&t=1
414469,239-зд от 04.05.2021,Ооо 'главстрой-спб специализированный застройщик',7839347260,Ооо 'гк 'энергосистемы',7839476097,Приморский,"Санкт-петербург, юнтоловский пр., ивинская ул.",Огранич.движения,Работы по прокладке теплосети,20210512,20210524,20210930,"(этапы 1, 2, 3, 4 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479234&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414469&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=407137&p3=243&p4=414469,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171362&p3=93&p4=414469,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414469&msk=0&t=1
414474,251-зд от 06.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Спб гку 'дирекция транспортного строительства',7825342390,Выборгский,Тихорецкий пр. От светлановского пр. До ул. Гидротехников),Огранич.движения,Работы по ремонту трамвайных путей,20210510,20210525,20210604,"(этап 5, 5.5, 5.3, 5.4, 5.1)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479713&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414474&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472598&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=407380&p3=234&p4=414474,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171455&p3=56&p4=414474,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414474&msk=0&t=1
414486,240-зд от 05.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Петродворцовый,Ул.братьев горкушенко (г.петергоф) от эрлеровского бульв. До административной границы города),Огранич.движения,Работы по ремонту дорожного покрытия,20210615,20210707,20210708,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479549&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414486&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501188&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=407614&p3=265&p4=414486,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171511&p3=115&p4=414486,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414486&msk=0&t=1
414491,242-зд от 05.05.2021,Гуп 'водоканал санкт-петербурга',7830000426,Гуп 'водоканал санкт-петербурга',7830000426,Колпинский,Ул.первого мая (посёлок петро-славянка) от тверской ул. До смоленской ул.),Полное закрытие дв.,Работы по прокладке водопровода,20210511,20210520,20210525,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479552&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414491&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e414048&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=407879&p3=234&p4=414491,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171626&p3=53&p4=414491,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414491&msk=0&t=1
414493,241-зд от 05.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Курортный,Речная ул. (посёлок песочный) от центральной ул. До садовой ул.),Огранич.движения,Работы по прокладке газопровода,20210517,20210701,20210930,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479550&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414493&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e413872&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=408113&p3=234&p4=414493,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171679&p3=58&p4=414493,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414493&msk=0&t=1
414517,0-зд от 05.05.2021,Спб гбу 'мостотрест',7806215195,Спб гбу 'мостотрест',7806215195,Пушкинский,"Санкт-петербург, проезд под мостом через реку кузьминка",Полное закрытие дв.,-,20210505,20211231,20220101,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414517&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=408347&p3=234&p4=414517,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171737&p3=53&p4=414517,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414517&msk=0&t=1
414522,245-зд от 06.05.2021,Гуп 'водоканал санкт-петербурга',7830000426,Ооо 'навигатор-сбс',7825466405,Красносельский,Пр.ветеранов от авангардной ул. До пр. Маршала жукова),Огранич.движения,Работы по по прокладке водопровода,20210515,20210516,20210518,"(этапы 3.1, 5.2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479799&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414522&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e344308&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=408581&p3=243&p4=414522,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171790&p3=88&p4=414522,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414522&msk=0&t=1
414523,243-зд от 05.05.2021,Гуп 'тэк спб',7830001028,Ооо 'инженерные технологии',7839119899,Пушкинский,Магазейная ул. (г.пушкин) от школьной ул. До дворцовой ул.; дворцовая ул. Напротив д.3 по академическому пр.),Полное закрытие дв.,Работы по реконструкции теплосети,20210510,20210926,20210930,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479313&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414523&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472628&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=408824&p3=234&p4=414523,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171878&p3=55&p4=414523,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414523&msk=0&t=1
414525,244-зд от 06.05.2021,Ооо 'специализированный застройщик 'сэтл петровский',7810592220,Ооо 'специализированный застройщик 'сэтл петровский',7810592220,Петроградский,Петровский пр. От д.13 по петровскому пр. До петровской пл.),Огранич.движения,Работы по прокладке инженерных сетей,20210519,20210531,20210603,(этапы 1.1 и 2.1 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480251&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414525&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e500308&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=409058&p3=234&p4=414525,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171933&p3=55&p4=414525,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414525&msk=0&t=1
414531,247-зд от 06.05.2021,Фкп 'управление заказчика кс минобороны россии',7704684769,Фкп 'управление заказчика кс минобороны россии',7704684769,Калининский,Ул.академика лебедева от арсенальной наб. До ул.комсомола),Огранич.движения,Работы по размещению временного ограждения,20210512,20210523,20210609,"(этап 4, 4.1)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480310&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414531&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e500517&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=409292&p3=234&p4=414531,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=171988&p3=53&p4=414531,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414531&msk=0&t=1
414533,246-зд от 06.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Приморский,Шуваловский пр. От ул.оптиков до мебельной ул.),Огранич.движения,Работы по восстановлению благоустройства после прокладки газопровода,20210513,20210525,20210604,(этап 1.4),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480264&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414533&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e398444&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=409526&p3=246&p4=414533,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172041&p3=112&p4=414533,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414533&msk=0&t=1
414534,250-зд от 06.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Красносельский,"Пр.маршала жукова санкт-петербург, лиговский путепровод (таллинское ш., пр.маршала жукова) от кад до пр.ветеранов)",Огранич.движения,Работы по строительству путепровода,20210510,20210724,20210726,(этап 7.4),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480994&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414534&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e322324&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=409772&p3=276&p4=414534,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172153&p3=153&p4=414534,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414534&msk=0&t=1
414563,248-зд от 06.05.2021,Ао 'теплосеть санкт-петербурга',7810577007,Ао 'теплосеть санкт-петербурга',7810577007,Центральный,"9-я советская ул. От греческого пр. До суворовского пр., включая перекресто с фуражным пер.)",Полное закрытие дв.,Работы по реконструкции тепловых сетей,20210511,20211010,20211201,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479796&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414563&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501218&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=410048&p3=247&p4=414563,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172306&p3=107&p4=414563,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414563&msk=0&t=1
414567,249-зд от 06.05.2021,Спб гбу 'мостотрест',7806215195,Ооо 'артстройгрупп',7814547740,Выборгский,"Санкт-петербург, транспортный тоннель у гренадерского моста",Огранич.движения,Работы по ремонту дорожного покрытия,20210510,20210517,20210520,На срок с 21:00 10.05.2021 до 07:00 17.05.2021,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479801&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414567&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e472790&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=410295&p3=242&p4=414567,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172413&p3=89&p4=414567,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414567&msk=0&t=1
414569,254-зд от 07.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Красногвардейский,Пр.энергетиков от магнитогорской ул. До моста энергетиков),Огранич.движения,Работы по строительству газопровода,20210511,20210808,20211201,"(этапы 18, 19, 20, 21.2, 19)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=479839&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414569&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501195&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=410537&p3=234&p4=414569,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172502&p3=51&p4=414569,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414569&msk=0&t=1
414593,255-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Невский,"Ул.подвойского у д.38, лит.а от пр.солидарности до товарищеского пр.)",Огранич.движения,Работы по устройству остановочного пункта общественного транспорта,20210515,20210615,20210621,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480175&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414593&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501229&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=410771&p3=234&p4=414593,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172553&p3=53&p4=414593,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414593&msk=0&t=1
414598,253-зд от 07.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Приморский,"Тбилисская ул. Д.33, лит.а от солунской ул. До горной ул.)",Полное закрытие дв.,Работы по прокладке газопровода,20210511,20210621,20210630,"(этап 1) и с 17.06.2021 по 21.06.2021 (этапы 2,3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481123&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414598&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e414394&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=411005&p3=234&p4=414598,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172606&p3=56&p4=414598,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414598&msk=0&t=1
414640,263-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Невский,"Дальневосточный пр. У д.33,корп.1,строение 1 от ул.дыбенко до ул.евдокима огнева)",Огранич.движения,Работы по устройству остановочного пункта пассажирского транспорта,20210515,20210615,20210621,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480173&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414640&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501225&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=411239&p3=234&p4=414640,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172662&p3=55&p4=414640,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414640&msk=0&t=1
414641,261-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Невский,"Товарищеский пр. У д.8, лит.д от ул.коллонтай до ул.подвойского)",Огранич.движения,Работы по устройству остановочного пункта общественного транспорта,20210515,20210615,20210621,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480176&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414641&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501231&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=411473&p3=234&p4=414641,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172717&p3=55&p4=414641,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414641&msk=0&t=1
414642,260-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Невский,"Товарищеский пр. Д.16, корп.1, лит.а от ул.коллонтай до ул.подвойского)",Огранич.движения,Работы по устройству остановочного пункта пассажирского транспорта,20210515,20210615,20210621,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480177&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414642&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501234&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=411707&p3=234&p4=414642,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172772&p3=55&p4=414642,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414642&msk=0&t=1
414653,262-зд от 11.05.2021,Гуп 'тэк спб',7830001028,Ооо 'энергетическое строительство',7813548237,Колпинский,"Боковой проезд бульв.трудящихся у д.23 лит.а, у д.25 лит.а от ул.машиностроителей до ул.веры слуцкой",Полное закрытие дв.,Работы по реконструкции теплосети,20210515,20211010,20220127,"(этапы 9, 8 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480172&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414653&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501249&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=411941&p3=238&p4=414653,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172827&p3=70&p4=414653,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414653&msk=0&t=1
414656,264-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Спб гку 'дирекция транспортного строительства',7825342390,Кронштадтский,Ул.восстания (г.кронштадт) от ул.зосимова до тупика),Огранич.движения,Работы по текущему ремонту дорожного покрытия,20210515,20210613,20210616,"(этапы 1,2.1,2.2,3,4,5,6,2.3,2.4,7,8,9,10,2.5,11-15 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480179&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414656&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501219&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=412179&p3=288&p4=414656,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=172897&p3=187&p4=414656,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414656&msk=0&t=1
414674,259-зд от 11.05.2021,Но 'фкр мкд спб',7840290890,Ооо 'элмас',7838506239,Адмиралтейский,"Конногвардейский пер. От почтамтской ул. До ул.якубовича, у д.23, лит.а по почтамтской ул.)",Огранич.движения,Работы по отводу пешеходов при устройстве фасадных лесов,20210519,20211014,20211019,"(этап 1,2,3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480557&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414674&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e500852&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=412467&p3=234&p4=414674,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173084&p3=55&p4=414674,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414674&msk=0&t=1
414677,257-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Пушкинский,"Малиновская ул. (г.пушкин) от ул.архитектора данини до кедринской ул, у д.103, лит.а по павловскому шоссе)",Огранич.движения,Работы по устройству остановочного пункта общественного транспорта,20210601,20210630,20210810,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480562&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414677&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501256&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=412701&p3=242&p4=414677,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173139&p3=87&p4=414677,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414677&msk=0&t=1
414678,256-зд от 11.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'коломяжское',7814448098,Пушкинский,"Малиновская ул. (г.пушкин) у д.11а, лит.а от кедринской ул. До ул.архитектора данини)",Огранич.движения,Работы по устройству остановочного пункта общественного транспорта,20210601,20210630,20210706,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480563&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414678&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501271&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=412943&p3=234&p4=414678,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173226&p3=53&p4=414678,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414678&msk=0&t=1
414680,258-зд от 11.05.2021,Гуп 'водоканал санкт-петербурга',7830000426,Гуп 'водоканал санкт-петербурга',7830000426,Приморский,Круговая ул. От лахтинского пр. До проезда без названия),Огранич.движения,Работы по прокладке инженерных сетей,20210529,20210605,20210621,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480608&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414680&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e414206&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=413177&p3=238&p4=414680,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173279&p3=76&p4=414680,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414680&msk=0&t=1
414751,268-зд от 13.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Спб гку 'дирекция транспортного строительства',7825342390,Красносельский,Ул.свободы (г.красное село) от кипенской ул. До административной границы города),Огранич.движения,Работы по прокладке инженерных сетей,20210516,20210703,20210705,"(этапы 4.2.1, 4.2.2, 4.2.3, 4.1.1, 4.1.2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480559&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414751&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e385872&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=413415&p3=234&p4=414751,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173355&p3=46&p4=414751,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414751&msk=0&t=1
414755,267-зд от 13.05.2021,Спб гбу 'мостотрест',7806215195,Ооо 'артстройгрупп',7814547740,Приморский,"Санкт-петербург, ушаковский путепровод",Огранич.движения,Работы по ремонту асфальтобетонного покрытия дороги,20210517,20210526,20210604,"С 23:00 17.05.2021 до 06:00 26.05.2021 (этапы 1, 2,3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480641&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414755&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=413649&p3=250&p4=414755,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173401&p3=121&p4=414755,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414755&msk=0&t=1
